repo,folder,claim_id,source_file,status,falsifier_text,quantity,units,how_obtained,reference,maps_to,breaks_at,downgrade_reason,notes
gm,experiments,F5,experiments/snap_information_sim.py,MEASURED,"The printed ""(distinct => 1 bit of history)"" is a fixed string ... The measurement shows 0 bits, not 1. The closing line ""=> a snap event is an ADC"" is printed unconditionally.",plug-in mutual information between initial condition and snap outcome,bits (measured ~0; 88-sample 5x5 grid; 3.46-bit ceiling),"snap_information_sim.py Q1-Q3; header documents BROKEN AS WRITTEN — no snap occurs in Q1/Q2, unseeded RNG in Q3",,,,,Documented non-test of the E-P8 'snap is an ADC' claim.
gm,experiments,F6,experiments/cost_analysis.py,MEASURED,"Tests hypothesis: cost stays linear near basin, spikes nonlinearly at threshold (falsifier: no nonlinear spike at threshold; cost_analysis2: 'Linear cost when close to reference, quadratic spike at basin boundary').",repair cost per cycle vs drift strength scaling shape,cost units per cycle; linear vs nonlinear/quadratic verdict,run_cost_analysis drift sweep 0.0-1.0 via simulation Controller; cost_analysis2 sweeps 6 drift levels x 5 repeats,,,,,"Two scripts, same claim family; threshold for 'nonlinear' not pre-specified in either."
gm,experiments,F7,experiments/Ideas.md,UNKNOWN,If dist_to_saddle < threshold but kappa_eff doesn't spike → possible geometry mismatch.,,,,,,,Threshold value never specified ('some threshold'); proposal sketch without a defined reading or verdict.,"Anomaly-alert idea, not an implemented test."
gm,hypotheses,(hypotheses),hypotheses/loss-landscape-geometry-and-basin-stability.md,MISSING,No falsifier anywhere in hypotheses/: all five drafts are auto-generated lists of surviving/supporting claims with confidences; 'Contradicted/refuted claims' sections are present but empty; no falsification condition is stated. Verified by reading all five files.,,,,,,,,"Falsification conditions live upstream in data/claim_tree.json, not in these drafts."
gm,manifolds,(manifolds),manifolds/parameter_manifold.py,MISSING,"No falsifier anywhere in manifolds/: data_manifold.py, parameter_manifold.py, policy_manifold.py contain implementation docstrings only; no refutation/falsification text (verified by grep and reading module headers).",,,,,,,,Checkable contracts for these modules are exported to atlas/exports/manifold_invariants.json instead.
gm,simulation,(simulation),simulation/controller.py,MISSING,No falsifier anywhere in simulation/: controller.py and environment.py contain only orchestration and ToyLLM environment docstrings; no falsification/refutation text (verified by grep and reading both files).,,,,,,,,
gm,repair,repair.trust_region,repair/generic_repair_controller.py,MEASURED,"""falsification_condition"": ""Find step where delta_norm > trust_radius""",per-step delta_norm,L2 norm vs trust_radius (e.g. 0.05),history of RepairStep records; evidence field reports max delta_norm observed,,,,,"Claim-table export, status OPEN."
gm,repair,repair.confidence_bounded,repair/generic_repair_controller.py,MEASURED,"""falsification_condition"": ""Find step where confidence < 0 or > 1""",per-step confidence,"float in [0, 1]","history scan; evidence field reports observed [min, max] range",,,,,
gm,repair,repair.finite_outputs,repair/generic_repair_controller.py,MEASURED,"""falsification_condition"": ""Find step where any theta value is NaN or inf""",finiteness of theta values,boolean NaN/inf check per step,inspect theta after every controller step,,,,,
gm,repair,repair.kl_basin,repair/generic_repair_controller.py,UNKNOWN,"""falsification_condition"": ""Demonstrate that KL and Euclidean boundaries diverge and KL is wrong""",,,,,,,"'KL is wrong' names no checkable quantity, threshold, or measurement; normative wording.",
gm,repair,repair.saddle_point,repair/generic_repair_controller.py,MEASURED,"""falsification_condition"": ""Find configuration where plus sign produces better safety-task tradeoff""","final safety KL at matched-or-better task loss, plus-sign vs minus-sign arm","KL (nats) and task loss; ≥80% of (seed, drift, λ) cells",operationalized as sims/objective_sign H2 (the documentation is refuted if H2 fails),,,,,Claim: 'Saddle-point objective: task_loss - lambda * safety_loss (minus intentional)'.
gm,repair,repair.iss_pending,repair/generic_repair_controller.py,UNKNOWN,"""falsification_condition"": ""Prove ISS with bounded curvature and bounded repair energy""",,,,,,,"Proof obligation, not a measurement; no checkable quantity or reading procedure.",status OPEN_PROBLEM; tests/test_generic_repair_controller.py asserts ISS_proof_pending is always True ('never falsified').
gm,repair,F-SMOOTH,repair/smoothing_auditor.py,UNKNOWN,"""falsification_condition"": ""Demonstrate each hit is a legitimate use, not variance suppression""",,,,,,,"Manual-review exhortation; no checkable quantity, threshold, or named test.","One claim per smoothing pattern ('{source_id}.smoothing.{name}'), single shared falsification template — deduped."
gm,research_interface,F1,research_interface/coupling_coherence.py,MEASURED,"Both bounds are satisfiable simultaneously only when lambda_N / lambda_2 < nu_2 / nu_1 ... If the network's eigenratio exceeds the dynamics' window, no coupling strength works and the only remedy is changing the network.",Laplacian eigenratio lambda_N/lambda_2 vs MSF window nu_2/nu_1,dimensionless ratio,"spectrum(adjacency) computes Laplacian eigenvalues; nu_1, nu_2 are the Master Stability Function crossings; synchronizability checked over sigma",,,,,Falsifier of 'an interior coupling optimum exists / tuning can fix it' for a given network+dynamics pair.
gm,scripts,F1,scripts/hypothesis_engine.py,MEASURED,Numeric check: an independent replication or reanalysis fails to reproduce the reported quantitative effect within a factor of 2.,reproduced quantitative effect vs reported value,factor-of-2 ratio threshold,returned by derive_falsification() when the abstract matches %/p<=/r= patterns; tested by stage-4 cross-source heuristics,,,,,Generator of claim_tree.json falsification template #1.
gm,scripts,F2,scripts/hypothesis_engine.py,MEASURED,Replication check: an independent replication or reanalysis of the reported result contradicts it on the same task/metric class.,replication contradiction verdict,boolean (contradicts / corroborates) on same task/metric class,derive_falsification() fallback template; stage-4 cross-source corroboration/contradiction heuristics,,,,,Generator of claim_tree.json falsification template #2. scripts/sample_findings.json carries no falsifier fields (fixture abstracts only).
gm,scripts,F3,scripts/hypothesis_engine.py,MEASURED,"Status rule: if self.failed >= 3: return ""falsified""; if self.passed >= 3: return ""survived"".",passed / failed evaluation counts per claim,"integer counts, threshold 3",Claim.status property in scripts/hypothesis_engine.py,,,,,
gm,tests,F1,tests/test_invariants.py,MEASURED,"These tests verify correctness properties that MUST hold, not just ""doesn't crash"" but ""the math is right."" Each test name documents the invariant it checks (falsifier: any failing named invariant test).",pass/fail verdict of each named invariant test (21 tests),pytest boolean verdict,python -m pytest tests/test_invariants.py,,,,,Same invariant set as atlas/exports/manifold_invariants.json; CLAUDE.md says 'Do not break these.'
gm,sims,H1,sims/dark_constraint/REFUTE.md,MEASURED,H1 (degeneracy at K=1): unexplained residual <= 1e-6 at K=1 for every dark strength. Refuted if the dark constraint is *not* absorbed at K=1 (the counting argument is wrong and one probe suffices).,unexplained residual of visible-only fit at K=1,residual norm (threshold 1e-6),"run.py: least-squares fit of 12-edge visible model under 1 load case, swept over 4 dark strengths x 8 seeds",,,,,FINDING: H1 holds to machine precision (residual ≤1.5e-13); reported visible residuals 0.014–0.067 fictitious.
gm,sims,H2,sims/dark_constraint/REFUTE.md,MEASURED,H2 (detection at K>=2): unexplained residual grows monotonically with dark strength. Refuted if the residual does not grow with dark strength at K>=2 (the extra load cases carry no information).,unexplained residual vs dark_strength at K≥2,residual norm; monotonicity boolean,"run.py: fit residuals over K=2,3,4 load cases x dark strengths",,,,,"FINDING: H2 fails — residual flat in dark strength, grows with K."
gm,sims,H3,sims/dark_constraint/REFUTE.md,MEASURED,"H3 (separability): at K>=2 and the largest dark strength, the residual exceeds the dark_strength = 0 null by at least 10x. Refuted if not separable from the null.",residual at largest dark strength vs null-arm residual,ratio (threshold 10x),run.py: compare test-arm residual to dark_strength=0 null pipeline,,,,,"FINDING: passed trivially against a degenerate null (structural zero); detection half ruled untested, not refuted."
gm,sims,F-EP8,sims/ep8_snap_latency/REFUTE.md,MEASURED,"Refuted if: exponent outside band (wrong bifurcation or rate-dominated dynamics), OR decoder no better than the mean-ε_0 baseline. REFUTED — the refutation condition holds at ≥ 80% of cells.","exponent of log t_snap vs log(c_snap − ε_0) (band [−0.65,−0.35]); decoder RMSE vs mean-ε_0 and shuffled null baselines",dimensionless exponent; RMSE in compression units (≤0.02),constant-rate load ramps across seeds and ramp rates; thresholds transcribed verbatim from notes/15 E-P8 pre-registration; HARNESS §4 aggregation,,,,,Primary regressor log(c_snap−ε_0); alternative log ε_0 reported as secondary metric in metrics.json.
gm,sims,F-EP8-NUM,sims/ep8_snap_latency/REFUTE.md,MEASURED,A refinement check at dt/4 is run every time and written to metrics.json under numerics_check; a max relative deviation above 1e-3 there invalidates the run regardless of verdict.,max relative deviation between dt and dt/4 integrations,relative deviation (threshold 1e-3),metrics.json numerics_check field,,,,,Run-validity falsifier.
gm,sims,C1,sims/fractal_basin_damping/REFUTE.md,MEASURED,C1 (regression): |a_measured − a_notes17| ≤ 0.03 for both the double and triple well at γ = 0.25 (falsifier: deviation > 0.03).,uncertainty exponent α at γ=0.25 vs notes/17 values (0.688 double / 0.392 triple),"dimensionless exponent, tolerance ±0.03",basin_grid() integration + uncertainty_exponent() probe estimator,,,,,"Regression check, not discovery — value known before the sim was written (disclosed)."
gm,sims,C2,sims/fractal_basin_damping/REFUTE.md,MEASURED,C2 refuted if τ ≤ 0 or the span < 0.10 at ≥ 80% of seeds — i.e. α is flat or falls with damping. Either outcome contradicts the stated mechanism.,Kendall τ of α vs γ; span α(γ=1.00)−α(γ=0.05),τ dimensionless; span in exponent units (threshold 0.10),γ sweep {0.05..1.00} over double/triple well; seeds vary only the α-estimator probe sampling,,,,,Direction committed in advance: α should rise with γ.
gm,sims,F-NULL-ALPHA,sims/fractal_basin_damping/REFUTE.md,MEASURED,"The whole run is void, regardless of verdict, if the null returns α < 0.90.",smooth-boundary control α,dimensionless exponent (threshold 0.90),uncertainty_exponent() on a smooth-boundary control system,,,,,Estimator-validity falsifier.
gm,sims,F-KAPPA,sims/kappa_eff_leading/REFUTE.md,MEASURED,"Theory B (REFUTED) holds if, under *every* criterion with an acceptable false-alarm rate, κ_eff fails to lead or fails to beat the free baseline at ≥ 80% of cells.","κ_eff alarm lead over basin_kl breach and over θ-distance baseline, across 7 alarm criteria","lead in steps; null false-alarm rate ≤0.2; verdict at ≥80% of (seed, σ) cells","causal thresholds fixed from warm-up window, applied forward; per-step drift injected to create a crossing; criteria swept (ratio 1.5/2/3, z 2/3, τ 0.3/0.5) in config.json",,,,,Kill test for stability.py:32 'Spike in kappa_eff precedes behavioral collapse' (IP-18). Verdict: REFUTED (+adversarial).
gm,sims,F-SMOOTH-ARM,sims/kappa_eff_leading/REFUTE.md,MEASURED,"C1: The median null false-alarm rate across criteria falls as the window widens. Refuted if it does not decrease. C2: at least one (criterion, window) combination becomes viable (null FP ≤ 0.2) and supports Theory A at ≥ 80% of cells. Refuted if no combination does, at any window.",null false-alarm rate vs rolling-median window; viability of smoothed κ_eff,"FP rate in [0,1]; boolean viability per (criterion, window)",causal rolling median applied to every signal including the free baseline; window 1 = no smoothing as internal control,,,,,Pre-registered smoothing arm added before any smoothed result was computed.
gm,sims,H1,sims/objective_sign/REFUTE.md,MEASURED,"H1 (restorative operator): From a start at θ_ref, where KL = 0 and there is nothing to repair, a repair operator must not walk away. Plus arm: final KL ≤ its own start.","final safety KL from a zero-KL start, per arm",KL in nats (threshold: ≤ start value = 0),run.py plus/minus arms from θ_ref across seeds,,,,,Physics-prior check; prior refuted if plus arm fails H1.
gm,sims,H2,sims/objective_sign/REFUTE.md,MEASURED,"The documentation is refuted if H2 fails — the minus arm attains lower final safety KL than the plus arm at matched-or-better task loss, in ≥ 80% of (seed, drift, λ) cells.","final safety KL and task loss, minus arm vs plus arm",KL (nats); task loss; cell fraction ≥80%,"paired runs over (seed, drift, λ) grid; exploration claim operationalized as 'ends up somewhere better, not merely moves more'",,,,,Tests CLAUDE.md's 'Do Not change the sign' claim as defeasible; refutation of H2 refutes the documented exploration rationale.
gm,sims,H3,sims/objective_sign/REFUTE.md,MEASURED,"H3 (the λ prediction): If the minus sign is an escape force, doubling λ (default 10 → adversarial 20) increases divergence rather than decreasing it.",divergence from reference at λ=10 vs λ=20 in the minus arm,KL/distance from θ_ref; direction of change boolean,run.py λ contrast,,,,,
gm,sims,F-RATE,sims/rate_induced_escape/REFUTE.md,MEASURED,Refutation condition — any of: the crossing is off by more than 2x; net dKL/step is not monotone in sigma; or the null shows positive net dKL/step.,zero crossing of net dKL/step vs predicted σ_crit = sqrt(repair_cap/k); monotonicity; null-arm net dKL/step,ratio to prediction (factor-2 band); dKL per step; boolean monotonicity,σ sweep; k and repair_cap measured from one calibration run (zero free parameters); null arm with no drift,,,,,"Claim: basin escape is rate-induced (control saturation), not curvature-induced."
gm,sims,H1,sims/shape_shadow/REFUTE.md,MEASURED,"H1: rank of the full-displacement Jacobian = 12 (isostatic, as Maxwell predicts). Refuted if the full map is rank-deficient.",rank of full-displacement Jacobian,integer rank (expected 12),Jacobian of edge-length map for the octahedron,,,,,
gm,sims,H2,sims/shape_shadow/REFUTE.md,MEASURED,"H2: rank of the vertex-magnitude Jacobian <= 6, so >= 6 residual dimensions are blind at the drill-down observation level. Refuted if the magnitude map has rank > 6.",rank of vertex-magnitude Jacobian,integer rank (threshold ≤6),Jacobian of per-vertex displacement magnitudes,,,,,
gm,sims,H3,sims/shape_shadow/REFUTE.md,MEASURED,H3: applying the least-visible direction at realistic magnitude produces a vertex-magnitude shadow <= 1/10 of a typical random residual of the same norm — verified nonlinearly. Refuted if visible at more than 1/10 of typical.,vertex-magnitude shadow of least-visible direction vs random residual of same norm,ratio (threshold 1/10),"nonlinear application of the near-kernel direction, not only the linearization",,,,,Tests whether notes 14's drill-down observables are injective on fault space.
gm,(repo root),F-SIGN,CLAUDE.md,MEASURED,Do not change the sign in `task_loss - λ * weighted_safety` ... the saddle-point structure ensures the repair explores the loss landscape rather than collapsing to a local minimum (falsifier: plus-sign arm reaches lower final safety KL at matched-or-better task loss).,"final safety KL at matched-or-better task loss, minus vs plus arm","KL (nats) and task loss; ≥80% of (seed, drift, λ) cells",operationalized and REFUTED in sims/objective_sign (H2); claim-table entry repair.saddle_point,,,,,Root file states the claim qualitatively; the measurable refutation is defined in-repo by sims/objective_sign/REFUTE.md.
gm,(repo root),F-INVARIANTS,CLAUDE.md,MEASURED,Mathematical Invariants ... These properties are tested in tests/test_invariants.py (21 tests). They encode the mathematical contracts each layer must satisfy. **Do not break these.** (falsifier: any broken invariant).,pass/fail verdict of each of the 21 named invariant tests,pytest boolean verdict,python -m pytest tests/test_invariants.py -v,,,,,Same 16-invariant set exported in atlas/exports/manifold_invariants.json.
gm,(repo root),F-KAPPA-README,README.md,MEASURED,A spectral statistic of the safety Hessian is evaluated as a leading indicator of instability (falsifier: κ_eff fails to lead the basin_kl breach or fails to beat a free baseline).,κ_eff alarm lead over breach and over θ-distance baseline,lead in steps; null FP rate ≤0.2; ≥80% of cells,sims/kappa_eff_leading pre-registered kill test (IP-18),,,,,Refuted in the committed regime; untested near σ_crit per docs/research/DOMAIN_PHYSICS.md.
gm,(repo root),F-FORCE,Claude-to-do.md,UNKNOWN,The sheer computational force required to drag the model back to baseline is the exact measurement of the claim's falsehood. High force equals massive heat leak.,,,,,,,"Metaphorical mapping of repair force to claim falsehood; no units, threshold, or refutation condition stated.",
